date,year,document_type,keyword,count,frequency
2000-12-19,2000,statement,recession,0,0.0
2001-01-31,2001,statement,inflation,1,0.0037593984962406013
2001-01-31,2001,statement,employment,0,0.0
2001-01-31,2001,statement,unemployment,0,0.0
2001-01-31,2001,statement,labor market,0,0.0
2001-01-31,2001,statement,risks,1,0.0037593984962406013
2001-01-31,2001,statement,uncertainty,0,0.0
2001-01-31,2001,statement,financial conditions,0,0.0
2001-01-31,2001,statement,growth,2,0.007518796992481203
2001-01-31,2001,statement,recession,0,0.0
2001-03-20,2001,statement,inflation,0,0.0
2001-03-20,2001,statement,employment,0,0.0
2001-03-20,2001,statement,unemployment,0,0.0
2001-03-20,2001,statement,labor market,0,0.0
2001-03-20,2001,statement,risks,2,0.00819672131147541
2001-03-20,2001,statement,uncertainty,0,0.0
2001-03-20,2001,statement,financial conditions,0,0.0
2001-03-20,2001,statement,growth,2,0.00819672131147541
2001-03-20,2001,statement,recession,0,0.0
2001-05-15,2001,statement,inflation,1,0.003745318352059925
2001-05-15,2001,statement,employment,0,0.0
2001-05-15,2001,statement,unemployment,0,0.0
2001-05-15,2001,statement,labor market,0,0.0
2001-05-15,2001,statement,risks,1,0.003745318352059925
2001-05-15,2001,statement,uncertainty,1,0.003745318352059925
2001-05-15,2001,statement,financial conditions,0,0.0
2001-05-15,2001,statement,growth,3,0.011235955056179775
2001-05-15,2001,statement,recession,0,0.0
2001-06-27,2001,statement,inflation,1,0.004651162790697674
2001-06-27,2001,statement,employment,0,0.0
2001-06-27,2001,statement,unemployment,0,0.0
2001-06-27,2001,statement,labor market,0,0.0
2001-06-27,2001,statement,risks,1,0.004651162790697674
2001-06-27,2001,statement,uncertainty,0,0.0
2001-06-27,2001,statement,financial conditions,0,0.0
2001-06-27,2001,statement,growth,3,0.013953488372093023
2001-06-27,2001,statement,recession,0,0.0
2001-08-21,2001,statement,inflation,1,0.0047169811320754715
2001-08-21,2001,statement,employment,0,0.0
2001-08-21,2001,statement,unemployment,0,0.0
2001-08-21,2001,statement,labor market,0,0.0
2001-08-21,2001,statement,risks,1,0.0047169811320754715
2001-08-21,2001,statement,uncertainty,0,0.0
2001-08-21,2001,statement,financial conditions,0,0.0
2001-08-21,2001,statement,growth,3,0.014150943396226415
2001-08-21,2001,statement,recession,0,0.0
2001-10-02,2001,statement,inflation,0,0.0
2001-10-02,2001,statement,employment,0,0.0
2001-10-02,2001,statement,unemployment,0,0.0
2001-10-02,2001,statement,labor market,0,0.0
2001-10-02,2001,statement,risks,1,0.005405405405405406
2001-10-02,2001,statement,uncertainty,1,0.005405405405405406
2001-10-02,2001,statement,financial conditions,0,0.0
2001-10-02,2001,statement,growth,2,0.010810810810810811
2001-10-02,2001,statement,recession,0,0.0
2001-11-06,2001,statement,inflation,0,0.0
2001-11-06,2001,statement,employment,0,0.0
2001-11-06,2001,statement,unemployment,0,0.0
2001-11-06,2001,statement,labor market,0,0.0
2001-11-06,2001,statement,risks,1,0.005434782608695652
2001-11-06,2001,statement,uncertainty,1,0.005434782608695652
2001-11-06,2001,statement,financial conditions,0,0.0
2001-11-06,2001,statement,growth,2,0.010869565217391304
2001-11-06,2001,statement,recession,0,0.0
2001-12-11,2001,statement,inflation,1,0.004901960784313725
2001-12-11,2001,statement,employment,0,0.0
2001-12-11,2001,statement,unemployment,0,0.0
2001-12-11,2001,statement,labor market,0,0.0
2001-12-11,2001,statement,risks,1,0.004901960784313725
2001-12-11,2001,statement,uncertainty,0,0.0
2001-12-11,2001,statement,financial conditions,0,0.0
2001-12-11,2001,statement,growth,2,0.00980392156862745
2001-12-11,2001,statement,recession,0,0.0
2002-01-30,2002,statement,inflation,0,0.0
2002-01-30,2002,statement,employment,0,0.0
2002-01-30,2002,statement,unemployment,0,0.0
2002-01-30,2002,statement,labor market,0,0.0
2002-01-30,2002,statement,risks,1,0.006896551724137931
2002-01-30,2002,statement,uncertainty,0,0.0
2002-01-30,2002,statement,financial conditions,0,0.0
2002-01-30,2002,statement,growth,2,0.013793103448275862
2002-01-30,2002,statement,recession,0,0.0
2002-03-19,2002,statement,inflation,0,0.0
2002-03-19,2002,statement,employment,0,0.0
2002-03-19,2002,statement,unemployment,0,0.0
2002-03-19,2002,statement,labor market,0,0.0
2002-03-19,2002,statement,risks,1,0.0037313432835820895
2002-03-19,2002,statement,uncertainty,0,0.0
2002-03-19,2002,statement,financial conditions,0,0.0
2002-03-19,2002,statement,growth,1,0.0037313432835820895
2002-03-19,2002,statement,recession,0,0.0
2002-05-07,2002,statement,inflation,0,0.0
2002-05-07,2002,statement,employment,0,0.0
2002-05-07,2002,statement,unemployment,0,0.0
2002-05-07,2002,statement,labor market,0,0.0
2002-05-07,2002,statement,risks,1,0.005319148936170213
2002-05-07,2002,statement,uncertainty,0,0.0
2002-05-07,2002,statement,financial conditions,0,0.0
2002-05-07,2002,statement,growth,1,0.005319148936170213
2002-05-07,2002,statement,recession,0,0.0
2002-06-26,2002,statement,inflation,0,0.0
2002-06-26,2002,statement,employment,0,0.0
2002-06-26,2002,statement,unemployment,0,0.0
2002-06-26,2002,statement,labor market,0,0.0
2002-06-26,2002,statement,risks,1,0.004739336492890996
2002-06-26,2002,statement,uncertainty,0,0.0
2002-06-26,2002,statement,financial conditions,0,0.0
2002-06-26,2002,statement,growth,3,0.014218009478672985
2002-06-26,2002,statement,recession,0,0.0
2002-08-13,2002,statement,inflation,0,0.0
2002-08-13,2002,statement,employment,0,0.0
2002-08-13,2002,statement,unemployment,0,0.0
2002-08-13,2002,statement,labor market,0,0.0
2002-08-13,2002,statement,risks,1,0.005376344086021506
2002-08-13,2002,statement,uncertainty,1,0.005376344086021506
2002-08-13,2002,statement,financial conditions,0,0.0
2002-08-13,2002,statement,growth,3,0.016129032258064516
2002-08-13,2002,statement,recession,0,0.0
2002-09-24,2002,statement,inflation,0,0.0
2002-09-24,2002,statement,employment,1,0.004464285714285714
2002-09-24,2002,statement,unemployment,0,0.0
2002-09-24,2002,statement,labor market,0,0.0
2002-09-24,2002,statement,risks,2,0.008928571428571428
2002-09-24,2002,statement,uncertainty,1,0.004464285714285714
2002-09-24,2002,statement,financial conditions,0,0.0
2002-09-24,2002,statement,growth,2,0.008928571428571428
2002-09-24,2002,statement,recession,0,0.0
2002-11-06,2002,statement,inflation,2,0.0076045627376425855
2002-11-06,2002,statement,employment,1,0.0038022813688212928
2002-11-06,2002,statement,unemployment,0,0.0
2002-11-06,2002,statement,labor market,0,0.0
2002-11-06,2002,statement,risks,2,0.0076045627376425855
2002-11-06,2002,statement,uncertainty,1,0.0038022813688212928
2002-11-06,2002,statement,financial conditions,0,0.0
2002-11-06,2002,statement,growth,2,0.0076045627376425855
2002-11-06,2002,statement,recession,0,0.0
2002-12-10,2002,statement,inflation,0,0.0
2002-12-10,2002,statement,employment,0,0.0
2002-12-10,2002,statement,unemployment,0,0.0
2002-12-10,2002,statement,labor market,0,0.0
2002-12-10,2002,statement,risks,1,0.00546448087431694
2002-12-10,2002,statement,uncertainty,0,0.0
2002-12-10,2002,statement,financial conditions,0,0.0
2002-12-10,2002,statement,growth,2,0.01092896174863388
2002-12-10,2002,statement,recession,0,0.0
2003-01-29,2003,statement,inflation,0,0.0
2003-01-29,2003,statement,employment,0,0.0
2003-01-29,2003,statement,unemployment,0,0.0
2003-01-29,2003,statement,labor market,0,0.0
2003-01-29,2003,statement,risks,3,0.016483516483516484
2003-01-29,2003,statement,uncertainty,0,0.0
2003-01-29,2003,statement,financial conditions,0,0.0
2003-01-29,2003,statement,growth,2,0.01098901098901099
2003-01-29,2003,statement,recession,0,0.0
2003-03-18,2003,statement,inflation,0,0.0
2003-03-18,2003,statement,employment,0,0.0
2003-03-18,2003,statement,unemployment,0,0.0
2003-03-18,2003,statement,labor market,1,0.0041841004184100415
2003-03-18,2003,statement,risks,1,0.0041841004184100415
2003-03-18,2003,statement,uncertainty,0,0.0
2003-03-18,2003,statement,financial conditions,0,0.0
2003-03-18,2003,statement,growth,2,0.008368200836820083
2003-03-18,2003,statement,recession,0,0.0
2003-05-06,2003,statement,inflation,2,0.008771929824561403
2003-05-06,2003,statement,employment,1,0.0043859649122807015
2003-05-06,2003,statement,unemployment,0,0.0
2003-05-06,2003,statement,labor market,0,0.0
2003-05-06,2003,statement,risks,2,0.008771929824561403
2003-05-06,2003,statement,uncertainty,0,0.0
2003-05-06,2003,statement,financial conditions,0,0.0
2003-05-06,2003,statement,growth,2,0.008771929824561403
2003-05-06,2003,statement,recession,0,0.0
2003-06-25,2003,statement,inflation,2,0.006493506493506494
2003-06-25,2003,statement,employment,0,0.0
2003-06-25,2003,statement,unemployment,0,0.0
2003-06-25,2003,statement,labor market,0,0.0
2003-06-25,2003,statement,risks,1,0.003246753246753247
2003-06-25,2003,statement,uncertainty,0,0.0
2003-06-25,2003,statement,financial conditions,1,0.003246753246753247
2003-06-25,2003,statement,growth,3,0.00974025974025974
2003-06-25,2003,statement,recession,0,0.0
2003-08-12,2003,statement,inflation,3,0.013333333333333334
2003-08-12,2003,statement,employment,0,0.0
2003-08-12,2003,statement,unemployment,0,0.0
2003-08-12,2003,statement,labor market,1,0.0044444444444444444
2003-08-12,2003,statement,risks,1,0.0044444444444444444
2003-08-12,2003,statement,uncertainty,0,0.0
2003-08-12,2003,statement,financial conditions,0,0.0
2003-08-12,2003,statement,growth,2,0.008888888888888889
2003-08-12,2003,statement,recession,0,0.0
2003-09-16,2003,statement,inflation,3,0.013513513513513514
2003-09-16,2003,statement,employment,0,0.0
2003-09-16,2003,statement,unemployment,0,0.0
2003-09-16,2003,statement,labor market,1,0.0045045045045045045
2003-09-16,2003,statement,risks,1,0.0045045045045045045
2003-09-16,2003,statement,uncertainty,0,0.0
2003-09-16,2003,statement,financial conditions,0,0.0
2003-09-16,2003,statement,growth,2,0.009009009009009009
2003-09-16,2003,statement,recession,0,0.0
2003-10-28,2003,statement,inflation,3,0.013452914798206279
2003-10-28,2003,statement,employment,0,0.0
2003-10-28,2003,statement,unemployment,0,0.0
2003-10-28,2003,statement,labor market,1,0.004484304932735426
2003-10-28,2003,statement,risks,1,0.004484304932735426
2003-10-28,2003,statement,uncertainty,0,0.0
2003-10-28,2003,statement,financial conditions,0,0.0
2003-10-28,2003,statement,growth,2,0.008968609865470852
2003-10-28,2003,statement,recession,0,0.0
2003-12-09,2003,statement,inflation,3,0.014084507042253521
2003-12-09,2003,statement,employment,0,0.0
2003-12-09,2003,statement,unemployment,0,0.0
2003-12-09,2003,statement,labor market,1,0.004694835680751174
2003-12-09,2003,statement,risks,1,0.004694835680751174
2003-12-09,2003,statement,uncertainty,0,0.0
2003-12-09,2003,statement,financial conditions,0,0.0
2003-12-09,2003,statement,growth,2,0.009389671361502348
2003-12-09,2003,statement,recession,0,0.0
2004-01-28,2004,statement,inflation,3,0.013953488372093023
2004-01-28,2004,statement,employment,0,0.0
2004-01-28,2004,statement,unemployment,0,0.0
2004-01-28,2004,statement,labor market,1,0.004651162790697674
2004-01-28,2004,statement,risks,1,0.004651162790697674
2004-01-28,2004,statement,uncertainty,0,0.0
2004-01-28,2004,statement,financial conditions,0,0.0
2004-01-28,2004,statement,growth,2,0.009302325581395349
2004-01-28,2004,statement,recession,0,0.0
2004-03-16,2004,statement,inflation,3,0.014018691588785047
2004-03-16,2004,statement,employment,0,0.0
2004-03-16,2004,statement,unemployment,0,0.0
2004-03-16,2004,statement,labor market,0,0.0
2004-03-16,2004,statement,risks,1,0.004672897196261682
2004-03-16,2004,statement,uncertainty,0,0.0
2004-03-16,2004,statement,financial conditions,0,0.0
2004-03-16,2004,statement,growth,2,0.009345794392523364
2004-03-16,2004,statement,recession,0,0.0
2004-05-04,2004,statement,inflation,3,0.014084507042253521
2004-05-04,2004,statement,employment,0,0.0
2004-05-04,2004,statement,unemployment,0,0.0
2004-05-04,2004,statement,labor market,0,0.0
2004-05-04,2004,statement,risks,2,0.009389671361502348
2004-05-04,2004,statement,uncertainty,0,0.0
2004-05-04,2004,statement,financial conditions,0,0.0
2004-05-04,2004,statement,growth,2,0.009389671361502348
2004-05-04,2004,statement,recession,0,0.0
2004-06-30,2004,statement,inflation,2,0.006896551724137931
2004-06-30,2004,statement,employment,0,0.0
2004-06-30,2004,statement,unemployment,0,0.0
2004-06-30,2004,statement,labor market,1,0.0034482758620689655
2004-06-30,2004,statement,risks,1,0.0034482758620689655
2004-06-30,2004,statement,uncertainty,0,0.0
2004-06-30,2004,statement,financial conditions,0,0.0
2004-06-30,2004,statement,growth,2,0.006896551724137931
2004-06-30,2004,statement,recession,0,0.0
2004-08-10,2004,statement,inflation,2,0.006493506493506494
2004-08-10,2004,statement,employment,0,0.0
2004-08-10,2004,statement,unemployment,0,0.0
2004-08-10,2004,statement,labor market,1,0.003246753246753247
2004-08-10,2004,statement,risks,1,0.003246753246753247
2004-08-10,2004,statement,uncertainty,0,0.0
2004-08-10,2004,statement,financial conditions,0,0.0
2004-08-10,2004,statement,growth,3,0.00974025974025974
2004-08-10,2004,statement,recession,0,0.0
2004-09-21,2004,statement,inflation,3,0.010380622837370242
2004-09-21,2004,statement,employment,0,0.0
2004-09-21,2004,statement,unemployment,0,0.0
2004-09-21,2004,statement,labor market,1,0.0034602076124567475
2004-09-21,2004,statement,risks,1,0.0034602076124567475
2004-09-21,2004,statement,uncertainty,0,0.0
2004-09-21,2004,statement,financial conditions,0,0.0
2004-09-21,2004,statement,growth,3,0.010380622837370242
2004-09-21,2004,statement,recession,0,0.0
2004-11-10,2004,statement,inflation,3,0.01107011070110701
2004-11-10,2004,statement,employment,0,0.0
2004-11-10,2004,statement,unemployment,0,0.0
2004-11-10,2004,statement,labor market,1,0.0036900369003690036
2004-11-10,2004,statement,risks,1,0.0036900369003690036
2004-11-10,2004,statement,uncertainty,0,0.0
2004-11-10,2004,statement,financial conditions,0,0.0
2004-11-10,2004,statement,growth,2,0.007380073800738007
2004-11-10,2004,statement,recession,0,0.0
2004-12-14,2004,statement,inflation,3,0.009174311926605505
2004-12-14,2004,statement,employment,0,0.0
2004-12-14,2004,statement,unemployment,0,0.0
2004-12-14,2004,statement,labor market,1,0.0030581039755351682
2004-12-14,2004,statement,risks,1,0.0030581039755351682
2004-12-14,2004,statement,uncertainty,0,0.0
2004-12-14,2004,statement,financial conditions,0,0.0
2004-12-14,2004,statement,growth,2,0.0061162079510703364
2004-12-14,2004,statement,recession,0,0.0
2005-02-02,2005,statement,inflation,3,0.010830324909747292
2005-02-02,2005,statement,employment,0,0.0
2005-02-02,2005,statement,unemployment,0,0.0
2005-02-02,2005,statement,labor market,1,0.0036101083032490976
2005-02-02,2005,statement,risks,1,0.0036101083032490976
2005-02-02,2005,statement,uncertainty,0,0.0
2005-02-02,2005,statement,financial conditions,0,0.0
2005-02-02,2005,statement,growth,2,0.007220216606498195
2005-02-02,2005,statement,recession,0,0.0
2005-03-22,2005,statement,inflation,3,0.009868421052631578
2005-03-22,2005,statement,employment,0,0.0
2005-03-22,2005,statement,unemployment,0,0.0
2005-03-22,2005,statement,labor market,1,0.003289473684210526
2005-03-22,2005,statement,risks,1,0.003289473684210526
2005-03-22,2005,statement,uncertainty,0,0.0
2005-03-22,2005,statement,financial conditions,0,0.0
2005-03-22,2005,statement,growth,2,0.006578947368421052
2005-03-22,2005,statement,recession,0,0.0
2005-05-03,2005,statement,inflation,3,0.010067114093959731
2005-05-03,2005,statement,employment,0,0.0
2005-05-03,2005,statement,unemployment,0,0.0
2005-05-03,2005,statement,labor market,1,0.003355704697986577
2005-05-03,2005,statement,risks,1,0.003355704697986577
2005-05-03,2005,statement,uncertainty,0,0.0
2005-05-03,2005,statement,financial conditions,0,0.0
2005-05-03,2005,statement,growth,3,0.010067114093959731
2005-05-03,2005,statement,recession,0,0.0
2005-06-30,2005,statement,inflation,3,0.010869565217391304
2005-06-30,2005,statement,employment,0,0.0
2005-06-30,2005,statement,unemployment,0,0.0
2005-06-30,2005,statement,labor market,1,0.0036231884057971015
2005-06-30,2005,statement,risks,1,0.0036231884057971015
2005-06-30,2005,statement,uncertainty,0,0.0
2005-06-30,2005,statement,financial conditions,0,0.0
2005-06-30,2005,statement,growth,2,0.007246376811594203
2005-06-30,2005,statement,recession,0,0.0
2005-08-09,2005,statement,inflation,4,0.013986013986013986
2005-08-09,2005,statement,employment,0,0.0
2005-08-09,2005,statement,unemployment,0,0.0
2005-08-09,2005,statement,labor market,1,0.0034965034965034965
2005-08-09,2005,statement,risks,1,0.0034965034965034965
2005-08-09,2005,statement,uncertainty,0,0.0
2005-08-09,2005,statement,financial conditions,0,0.0
2005-08-09,2005,statement,growth,2,0.006993006993006993
2005-08-09,2005,statement,recession,0,0.0
2005-09-20,2005,statement,inflation,4,0.010899182561307902
2005-09-20,2005,statement,employment,1,0.0027247956403269754
2005-09-20,2005,statement,unemployment,0,0.0
2005-09-20,2005,statement,labor market,0,0.0
2005-09-20,2005,statement,risks,1,0.0027247956403269754
2005-09-20,2005,statement,uncertainty,1,0.0027247956403269754
2005-09-20,2005,statement,financial conditions,0,0.0
2005-09-20,2005,statement,growth,2,0.005449591280653951
2005-09-20,2005,statement,recession,0,0.0
2005-11-01,2005,statement,inflation,4,0.013745704467353952
2005-11-01,2005,statement,employment,1,0.003436426116838488
2005-11-01,2005,statement,unemployment,0,0.0
2005-11-01,2005,statement,labor market,0,0.0
2005-11-01,2005,statement,risks,1,0.003436426116838488
2005-11-01,2005,statement,uncertainty,0,0.0
2005-11-01,2005,statement,financial conditions,0,0.0
2005-11-01,2005,statement,growth,2,0.006872852233676976
2005-11-01,2005,statement,recession,0,0.0
2005-12-13,2005,statement,inflation,3,0.012605042016806723
2005-12-13,2005,statement,employment,0,0.0
2005-12-13,2005,statement,unemployment,0,0.0
2005-12-13,2005,statement,labor market,0,0.0
2005-12-13,2005,statement,risks,1,0.004201680672268907
2005-12-13,2005,statement,uncertainty,0,0.0
2005-12-13,2005,statement,financial conditions,0,0.0
2005-12-13,2005,statement,growth,1,0.004201680672268907
2005-12-13,2005,statement,recession,0,0.0
2006-01-31,2006,statement,inflation,3,0.0079155672823219
2006-01-31,2006,statement,employment,0,0.0
2006-01-31,2006,statement,unemployment,0,0.0
2006-01-31,2006,statement,labor market,0,0.0
2006-01-31,2006,statement,risks,1,0.002638522427440633
2006-01-31,2006,statement,uncertainty,0,0.0
2006-01-31,2006,statement,financial conditions,0,0.0
2006-01-31,2006,statement,growth,1,0.002638522427440633
2006-01-31,2006,statement,recession,0,0.0
2006-03-28,2006,statement,inflation,3,0.006818181818181818
2006-03-28,2006,statement,employment,0,0.0
2006-03-28,2006,statement,unemployment,0,0.0
2006-03-28,2006,statement,labor market,0,0.0
2006-03-28,2006,statement,risks,1,0.0022727272727272726
2006-03-28,2006,statement,uncertainty,0,0.0
2006-03-28,2006,statement,financial conditions,0,0.0
2006-03-28,2006,statement,growth,4,0.00909090909090909
2006-03-28,2006,statement,recession,0,0.0
2006-05-10,2006,statement,inflation,4,0.00819672131147541
2006-05-10,2006,statement,employment,0,0.0
2006-05-10,2006,statement,unemployment,0,0.0
2006-05-10,2006,statement,labor market,0,0.0
2006-05-10,2006,statement,risks,1,0.0020491803278688526
2006-05-10,2006,statement,uncertainty,0,0.0
2006-05-10,2006,statement,financial conditions,0,0.0
2006-05-10,2006,statement,growth,3,0.006147540983606557
2006-05-10,2006,statement,recession,0,0.0
2006-06-29,2006,statement,inflation,6,0.013422818791946308
2006-06-29,2006,statement,employment,0,0.0
2006-06-29,2006,statement,unemployment,0,0.0
2006-06-29,2006,statement,labor market,0,0.0
2006-06-29,2006,statement,risks,2,0.0044742729306487695
2006-06-29,2006,statement,uncertainty,0,0.0
2006-06-29,2006,statement,financial conditions,0,0.0
2006-06-29,2006,statement,growth,3,0.006711409395973154
2006-06-29,2006,statement,recession,0,0.0
2006-08-08,2006,statement,inflation,6,0.015873015873015872
2006-08-08,2006,statement,employment,0,0.0
2006-08-08,2006,statement,unemployment,0,0.0
2006-08-08,2006,statement,labor market,0,0.0
2006-08-08,2006,statement,risks,2,0.005291005291005291
2006-08-08,2006,statement,uncertainty,0,0.0
2006-08-08,2006,statement,financial conditions,0,0.0
2006-08-08,2006,statement,growth,2,0.005291005291005291
2006-08-08,2006,statement,recession,0,0.0
2006-09-20,2006,statement,inflation,6,0.01634877384196185
2006-09-20,2006,statement,employment,0,0.0
2006-09-20,2006,statement,unemployment,0,0.0
2006-09-20,2006,statement,labor market,0,0.0
2006-09-20,2006,statement,risks,2,0.005449591280653951
2006-09-20,2006,statement,uncertainty,0,0.0
2006-09-20,2006,statement,financial conditions,0,0.0
2006-09-20,2006,statement,growth,2,0.005449591280653951
2006-09-20,2006,statement,recession,0,0.0
2006-10-25,2006,statement,inflation,6,0.016172506738544475
2006-10-25,2006,statement,employment,0,0.0
2006-10-25,2006,statement,unemployment,0,0.0
2006-10-25,2006,statement,labor market,0,0.0
2006-10-25,2006,statement,risks,2,0.005390835579514825
2006-10-25,2006,statement,uncertainty,0,0.0
2006-10-25,2006,statement,financial conditions,0,0.0
2006-10-25,2006,statement,growth,2,0.005390835579514825
2006-10-25,2006,statement,recession,0,0.0
2006-12-12,2006,statement,inflation,6,0.015748031496062992
2006-12-12,2006,statement,employment,0,0.0
2006-12-12,2006,statement,unemployment,0,0.0
2006-12-12,2006,statement,labor market,0,0.0
2006-12-12,2006,statement,risks,2,0.005249343832020997
2006-12-12,2006,statement,uncertainty,0,0.0
2006-12-12,2006,statement,financial conditions,0,0.0
2006-12-12,2006,statement,growth,2,0.005249343832020997
2006-12-12,2006,statement,recession,0,0.0
2007-01-31,2007,statement,inflation,5,0.01488095238095238
2007-01-31,2007,statement,employment,0,0.0
2007-01-31,2007,statement,unemployment,0,0.0
2007-01-31,2007,statement,labor market,0,0.0
2007-01-31,2007,statement,risks,2,0.005952380952380952
2007-01-31,2007,statement,uncertainty,0,0.0
2007-01-31,2007,statement,financial conditions,0,0.0
2007-01-31,2007,statement,growth,2,0.005952380952380952
2007-01-31,2007,statement,recession,0,0.0
2007-03-21,2007,statement,inflation,4,0.012307692307692308
2007-03-21,2007,statement,employment,0,0.0
2007-03-21,2007,statement,unemployment,0,0.0
2007-03-21,2007,statement,labor market,0,0.0
2007-03-21,2007,statement,risks,0,0.0
2007-03-21,2007,statement,uncertainty,0,0.0
2007-03-21,2007,statement,financial conditions,0,0.0
2007-03-21,2007,statement,growth,1,0.003076923076923077
2007-03-21,2007,statement,recession,0,0.0
2007-05-09,2007,statement,inflation,4,0.012345679012345678
2007-05-09,2007,statement,employment,0,0.0
2007-05-09,2007,statement,unemployment,0,0.0
2007-05-09,2007,statement,labor market,0,0.0
2007-05-09,2007,statement,risks,0,0.0
2007-05-09,2007,statement,uncertainty,0,0.0
2007-05-09,2007,statement,financial conditions,0,0.0
2007-05-09,2007,statement,growth,2,0.006172839506172839
2007-05-09,2007,statement,recession,0,0.0
2007-06-28,2007,statement,inflation,4,0.011834319526627219
2007-06-28,2007,statement,employment,0,0.0
2007-06-28,2007,statement,unemployment,0,0.0
2007-06-28,2007,statement,labor market,0,0.0
2007-06-28,2007,statement,risks,0,0.0
2007-06-28,2007,statement,uncertainty,0,0.0
2007-06-28,2007,statement,financial conditions,0,0.0
2007-06-28,2007,statement,growth,2,0.005917159763313609
2007-06-28,2007,statement,recession,0,0.0
2007-08-07,2007,statement,inflation,4,0.010899182561307902
2007-08-07,2007,statement,employment,1,0.0027247956403269754
2007-08-07,2007,statement,unemployment,0,0.0
2007-08-07,2007,statement,labor market,0,0.0
2007-08-07,2007,statement,risks,1,0.0027247956403269754
2007-08-07,2007,statement,uncertainty,0,0.0
2007-08-07,2007,statement,financial conditions,0,0.0
2007-08-07,2007,statement,growth,4,0.010899182561307902
2007-08-07,2007,statement,recession,0,0.0
2007-09-18,2007,statement,inflation,3,0.007211538461538462
2007-09-18,2007,statement,employment,0,0.0
2007-09-18,2007,statement,unemployment,0,0.0
2007-09-18,2007,statement,labor market,0,0.0
2007-09-18,2007,statement,risks,1,0.002403846153846154
2007-09-18,2007,statement,uncertainty,1,0.002403846153846154
2007-09-18,2007,statement,financial conditions,0,0.0
2007-09-18,2007,statement,growth,4,0.009615384615384616
2007-09-18,2007,statement,recession,0,0.0
